HOTELCODE,ACCOUNTCODE,CREATEDDATE,CHECKINDATE,CHECKOUTDATE,CANCELLATIONDATE,LASTMODIFIED,BOOKINGSTATUS,BOOKINGREFERENCE,ROOMNIGHTS,PRICE,COST,CURRENCY
CAK196400,CVB003,03/10/2014,24/01/2015,26/01/2015,1900-01-00,21/07/2016 09:26,Confirmed,E02619153,4,214.21,200,EUR
CAK196400,ABT012,15/06/2015,10/07/2015,11/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03794137,1,62.15,58.03,EUR
CAL766800,SPT002,07/06/2016,09/09/2016,10/09/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05228792,3,295.62,271.71,EUR
CAL493700,PIV001,11/01/2016,15/03/2016,16/03/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04617793,1,74.97,68,EUR
CAT683000,GEK003,09/09/2015,15/10/2015,19/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04162913,4,471.52,436,EUR
CAF489000,DWO001,29/07/2015,27/09/2015,30/09/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03982441,3,433.41,396.9,EUR
CAG671700,URS001,09/06/2016,03/07/2016,06/07/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05245105,6,445.98,412.38,EUR
CAW316800,CDR001,19/04/2016,11/06/2016,12/06/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05028468,1,119.03,109,EUR
CAF489100,SPT002,02/12/2015,08/01/2016,11/01/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04507216,3,176.05,166,EUR
CAO111500,GEK001,08/01/2015,17/01/2015,19/01/2015,1900-01-00,21/07/2016 09:26,Confirmed,E02990668,2,360.36,330,EUR
CAF489200,LLD002,11/08/2015,09/09/2015,15/09/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04040983,6,761.3,684,EUR
CAI308700,PRE004,13/05/2015,23/07/2015,26/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03628375,3,291.99,270,EUR
CAN554800,HBD001,07/09/2015,30/10/2015,01/11/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04153731,2,143.8,128,EUR
CAY208500,GEK001,04/03/2016,03/04/2016,07/04/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04839585,8,864.88,792,EUR
CAF489100,PMM001,29/01/2016,17/03/2016,20/03/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04689042,3,189.99,166,EUR
CAQ246100,INN001,08/04/2015,16/04/2015,19/04/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03439150,3,318.86,292,EUR
CAF489100,LLD002,20/11/2015,17/01/2016,21/01/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04468733,4,227.12,208,EUR
CAF489000,GTP001,24/11/2014,26/05/2015,28/05/2015,1900-01-00,21/07/2016 09:26,Confirmed,C00255192,2,300.72,279.41,EUR
CAF488400,DWO001,04/04/2016,29/10/2016,30/10/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04954481,1,131.45,117,EUR
CAK536700,HSU001,07/09/2015,11/10/2015,16/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04152711,5,394.75,365,EUR
CAF983600,JUR001,20/06/2015,26/06/2015,27/06/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03820289,1,118.85,107.8,EUR
CAF393200,PIV001,09/06/2015,17/08/2015,20/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03774463,3,291.99,270,EUR
CAF488900,MBR001,26/05/2016,28/06/2016,29/06/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05175182,1,147.74,140,EUR
CAY208500,UNG002,19/05/2016,08/06/2016,11/06/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05144258,3,329.34,306,EUR
CAK536700,FTK001,25/02/2016,05/04/2016,10/04/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04794936,5,433.41,396.9,EUR
CAM108400,OOT005,19/05/2015,20/08/2015,31/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03655545,11,1013.21,946,EUR
CAF393400,RUO001,25/11/2015,27/12/2015,31/12/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04485770,4,482.65,442,EUR
CAX670300,TDE001,20/03/2016,19/04/2016,20/04/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04900413,1,274.97,263,EUR
CAL822900,OOT015,16/02/2016,16/03/2016,18/03/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04748333,2,125.46,116,EUR
CAH785100,TCK001,06/02/2016,10/06/2016,17/06/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04723017,7,562.49,515.12,EUR
CAG671700,FTK001,15/07/2015,16/08/2015,21/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03923793,5,390.9,365,EUR
CAK576300,RHD005,05/03/2015,13/03/2015,16/03/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03272089,3,220.62,204,EUR
CAF489100,RUO001,28/10/2015,22/12/2015,26/12/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04374712,4,209.34,197.4,EUR
CAF489100,RUO001,20/09/2015,30/09/2015,02/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04211338,2,216.3,200,EUR
CAF983600,PTI005,21/08/2015,24/09/2015,27/09/2015,1900-01-00,21/07/2016 09:26,Confirmed,C00554531,9,1122.75,1043.22,EUR
CAF489100,SLX001,27/03/2015,11/04/2015,20/04/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03387030,9,634.19,586.4,EUR
CAK908400,PRE004,07/05/2016,11/07/2016,13/07/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05097795,2,228.84,211.6,EUR
CAL822900,UNG002,15/03/2016,27/04/2016,01/05/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04883726,4,365.16,331.2,EUR
CAF394600,SPT005,26/02/2016,13/03/2016,16/03/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04808120,3,252.24,231,EUR
CAF393300,OOT005,06/09/2015,21/09/2015,23/09/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04148123,2,152.08,142,EUR
CAL493700,OOT002,30/08/2015,26/09/2015,29/09/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04109675,3,295.93,271,EUR
CAY208300,FTK001,21/05/2016,01/08/2016,05/08/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05154916,4,607.36,561.6,EUR
CAF489100,RUO001,13/01/2016,19/01/2016,24/01/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04626611,5,265.37,243,EUR
CAL822900,FTK001,09/01/2016,12/03/2016,16/03/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04610553,4,250.92,232,EUR
CAF394400,HBD001,06/04/2015,22/05/2015,24/05/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03429642,2,308.38,267,EUR
CAL038300,EMS001,20/07/2015,06/08/2015,14/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03941301,8,375.68,344,EUR
CAF489100,OOT015,10/01/2016,04/02/2016,07/02/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04610924,3,163.15,149.4,EUR
CAH696700,FTK001,08/03/2016,25/04/2016,30/04/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04852519,5,367.6,339.9,EUR
CAF489400,PMM001,01/09/2015,24/09/2015,26/09/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04120132,2,242.56,210,EUR
CAN553100,RHD005,10/06/2015,21/11/2015,25/11/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03778186,4,220.48,200,EUR
CAF488900,HBD001,15/04/2015,01/07/2015,05/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03478575,4,526.48,460,EUR
CAF395100,GEB001,29/09/2014,28/05/2015,29/05/2015,1900-01-00,21/07/2016 09:26,Confirmed,E02605687,1,156.16,143,EUR
CAF393400,JUR001,23/09/2015,26/10/2015,29/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04227377,3,532.11,492,EUR
CAL993900,NRL001,07/02/2015,27/07/2015,29/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03138137,2,307.14,284,EUR
CAF489100,RUO001,03/12/2015,24/12/2015,27/12/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04507922,3,176.05,166,EUR
CAG671000,HBD001,08/10/2015,14/10/2015,15/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04296076,1,101.87,92.4,EUR
CAW423800,MRO001,31/08/2015,09/10/2015,12/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04116686,3,161.38,145,EUR
CAL038300,JUR001,17/07/2015,25/07/2015,26/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03937573,1,52.42,48,EUR
CAM967500,OOT015,23/02/2016,19/06/2016,22/06/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04778127,3,196.54,180,EUR
CAK196400,OOT002,06/04/2015,30/06/2015,04/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03428711,4,298.47,273.33,EUR
CAS182800,PRE004,24/05/2016,03/09/2016,06/09/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05162465,3,159.39,138,EUR
CAF489100,SPT002,28/11/2015,01/04/2016,04/04/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04495036,3,362.88,320,EUR
CAL822900,HBD001,11/08/2015,06/09/2015,07/09/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04039075,1,80.14,72,EUR
CAK908400,OOT012,21/05/2015,12/07/2015,14/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03676132,4,402.69,376,EUR
CAK965700,FTK001,18/07/2015,11/09/2015,16/09/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03935495,5,401.11,367.33,EUR
CAN553500,RVL001,17/08/2015,13/09/2015,14/09/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04066040,1,89.39,82.65,EUR
CAF983300,PRE004,17/02/2016,27/02/2016,28/02/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04765496,1,74.47,68.2,EUR
CAK184900,AVO001,18/03/2015,04/06/2015,08/06/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03336118,4,391.6,355.2,EUR
CAV952500,OOT015,09/04/2016,07/05/2016,08/05/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04979633,1,124.37,115,EUR
CAG671700,SLO001,16/04/2016,08/07/2016,10/07/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05010324,2,161.62,148,EUR
CAV095800,ABT017,14/09/2015,16/10/2015,23/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04179593,7,358.29,325,EUR
CAF392800,PIV001,27/07/2015,25/09/2015,28/09/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03973573,6,2204.5,2068,EUR
CAF393300,OOT015,18/01/2016,24/01/2016,27/01/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04639997,3,175.2,162,EUR
CAG671800,ALS001,21/03/2016,09/06/2016,12/06/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04898075,3,458.63,420,EUR
CAK576300,HBD001,25/08/2015,26/10/2015,30/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04098315,4,446.8,394,EUR
CAH696700,RVL001,09/06/2016,17/08/2016,19/08/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05240634,2,151.4,140,EUR
CAK196400,RUM001,30/04/2015,26/06/2015,30/06/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03560576,4,389.32,360,EUR
CAF489100,PTI005,15/05/2015,18/05/2015,22/05/2015,1900-01-00,21/07/2016 09:26,Confirmed,C00466241,4,664.48,617.4,EUR
CAF393400,HSU001,13/01/2016,12/02/2016,15/02/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04626539,3,282.27,261,EUR
CAY208000,PMM001,24/02/2016,06/05/2016,09/05/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04800823,3,412.55,367.2,EUR
CAF394600,ABT010,30/09/2015,20/10/2015,23/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04262815,3,384.97,363,EUR
CAV096300,EVP003,19/04/2016,10/06/2016,13/06/2016,1900-01-00,21/07/2016 09:26,Confirmed,C00762611,3,223.83,207.98,EUR
CAF489100,FTK001,29/11/2014,25/03/2015,29/03/2015,1900-01-00,21/07/2016 09:26,Confirmed,E02853042,4,208.28,192.6,EUR
CAK535300,GEK003,03/06/2015,16/06/2015,19/06/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03743065,3,246.8,226,EUR
CAL993900,TDP006,24/02/2015,22/08/2015,23/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03222054,1,156.56,142,EUR
CAF393400,HBD001,19/05/2015,05/06/2015,12/06/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03654995,7,1350.52,1180,EUR
CAS182800,SLX001,14/05/2015,21/05/2015,25/05/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03632664,4,253.36,232,EUR
CAL822900,FTK001,08/06/2016,29/07/2016,03/08/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05242663,5,400.15,370,EUR
CAF489100,COU001,29/10/2015,28/11/2015,30/11/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04378687,6,333.52,311.4,EUR
CAF394600,HLS001,28/04/2016,30/06/2016,01/07/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05056464,2,209.66,192,EUR
CAL766800,FTK001,30/05/2016,29/09/2016,02/10/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05188606,3,281.04,259.86,EUR
CAF552100,OZO001,04/10/2015,12/10/2015,16/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,C00590623,4,591.44,549.52,EUR
CAG671800,PMM001,24/08/2015,26/09/2015,01/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04091300,5,798.5,697.7,EUR
CAW354500,PRE004,18/06/2015,07/08/2015,09/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03810626,2,222.78,206,EUR
CAH785100,DBA002,02/06/2015,06/06/2015,07/06/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03735417,1,78.62,72,EUR
CAL822900,PMM001,13/03/2016,09/04/2016,11/04/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04866625,4,350.1,311.6,EUR
CAF489100,PRE004,08/02/2015,29/05/2015,02/06/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03144441,4,445.58,412,EUR
CAM967500,PMM001,13/03/2016,07/04/2016,11/04/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04864977,4,248.84,219.44,EUR
CAI954700,SPT002,13/01/2016,15/03/2016,17/03/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04631533,2,334.56,320,EUR
CAQ246100,FTK001,17/12/2014,27/03/2015,29/03/2015,1900-01-00,21/07/2016 09:26,Confirmed,E02919498,2,152.8,138.6,EUR
CAF395200,FTK001,30/07/2015,05/08/2015,11/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03992291,6,649.56,600.6,EUR
CAF489100,SPT002,15/11/2015,12/02/2016,18/02/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04445826,6,341.5,322,EUR
CAK965700,URS001,13/03/2015,30/03/2015,31/03/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03314109,4,238.12,216,EUR
CAI213900,PMM001,29/07/2015,04/08/2015,11/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03986177,7,776.33,691,EUR
CAF967900,JUR001,14/04/2015,21/04/2015,22/04/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03474563,1,103.08,93.5,EUR
CAL493900,OOT012,03/04/2015,27/04/2015,30/04/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03421305,3,386.1,357,EUR
CAF489100,PTI005,03/11/2015,15/01/2016,18/01/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04399036,3,170.53,160.8,EUR
CAV313700,PIV001,14/04/2015,18/04/2015,19/04/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03473951,1,95.02,90,EUR
CAL822900,HBD001,13/06/2016,21/06/2016,23/06/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05259461,4,345.2,309.6,EUR
CAN553300,PRE004,03/09/2015,14/10/2015,16/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04139356,2,180.84,165.6,EUR
CAN553100,TGF001,02/03/2015,30/09/2015,05/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03257021,5,481.95,425,EUR
CAK536700,OOT005,03/11/2014,21/03/2015,23/03/2015,1900-01-00,21/07/2016 09:26,Confirmed,E02737343,4,250.92,232,EUR
CAF488900,PRE004,22/08/2015,21/10/2015,24/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04084867,3,553.73,512,EUR
CAM967500,PRE004,04/11/2014,11/02/2015,13/02/2015,1900-01-00,21/07/2016 09:26,Confirmed,E02742084,2,100.46,92,EUR
CAN553500,RHD005,16/06/2015,19/07/2015,20/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03800578,1,85.68,80,EUR
CAG671700,SLX001,12/05/2015,16/05/2015,17/05/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03622494,1,86.61,79.31,EUR
CAN554800,CHE001,14/07/2015,11/10/2015,16/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03919052,5,297.65,270,EUR
CAK536700,JUR001,17/04/2015,20/04/2015,21/04/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03493338,1,80.48,73,EUR
CAL993900,RGY001,07/07/2015,04/08/2015,05/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03894673,1,152.08,142,EUR
CAY208000,RUO001,27/03/2016,28/04/2016,03/05/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04927214,5,646.31,597.6,EUR
CAN554800,DAB001,29/01/2016,11/04/2016,16/04/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04685909,5,353.8,324,EUR
CAF488900,PRE004,28/11/2015,08/01/2016,11/01/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04493427,3,302.25,285,EUR
CAF489100,PRE004,22/03/2015,14/05/2015,18/05/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03359127,4,449.89,412,EUR
CAF489000,BOR001,22/02/2015,15/04/2015,18/04/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03212561,3,429.24,389.34,EUR
CAF393400,RUO001,08/07/2015,31/07/2015,02/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03892719,2,302.02,282,EUR
CAK576300,HSU001,06/03/2015,29/03/2015,04/04/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03279372,6,560.64,508,EUR
CAN554800,SLO001,30/07/2015,08/08/2015,10/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03989034,2,139.78,128,EUR
CAI952800,ABT009,14/01/2016,01/02/2016,02/02/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04634597,1,85.18,78,EUR
CAF489100,PRE004,18/09/2014,20/03/2015,23/03/2015,1900-01-00,21/07/2016 09:26,Confirmed,E02559711,3,171.81,162,EUR
CAH696700,GBV001,10/03/2016,02/04/2016,03/04/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04858489,2,147.04,135.96,EUR
CAU502100,MTL004,05/08/2015,26/08/2015,30/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04017791,4,337.68,320,EUR
CAF489100,UNG003,12/02/2016,21/07/2016,24/07/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04745764,3,291.06,264,EUR
CAK576300,HBD001,08/12/2015,17/01/2016,21/01/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04528518,4,240.4,212,EUR
CAI952800,CLM001,03/12/2015,28/01/2016,30/01/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04514954,2,171.8,162,EUR
CAM967500,FTK001,06/03/2016,10/06/2016,15/06/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04842383,5,336.9,308.52,EUR
CAK536700,DWO001,10/06/2016,13/06/2016,15/06/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05242777,2,157.66,149.4,EUR
CAF552100,OOT012,18/05/2015,25/06/2015,29/06/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03650293,4,558.05,516,EUR
CAF489100,GET001,01/09/2015,03/01/2016,05/01/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04121194,4,174.3,156.6,EUR
CAH696700,PMM001,11/05/2015,09/06/2015,10/06/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03616781,2,156.5,138,EUR
CAV313700,PIV001,13/10/2015,20/10/2015,22/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04311861,2,188.2,180,EUR
CAF489100,PTI005,05/11/2015,06/12/2015,12/12/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04412085,6,308.6,291,EUR
CAF393300,PRE004,03/09/2015,28/10/2015,30/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04139204,2,155.06,142,EUR
CAO239000,CHS001,02/06/2016,09/10/2016,15/10/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05206364,6,957.5,868.48,EUR
CAF489100,PRE004,04/02/2015,21/05/2015,26/05/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03125584,5,542.97,512,EUR
CAV095800,DBA002,17/09/2015,01/01/2016,04/01/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04201206,3,143.33,130,EUR
CAF489100,PRE004,16/12/2014,18/01/2015,22/01/2015,1900-01-00,21/07/2016 09:26,Confirmed,E02915751,8,404.88,374.4,EUR
CAF489200,HSU001,11/05/2016,10/06/2016,16/06/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05109639,6,721.8,684,EUR
CAF489100,OOT015,11/01/2016,03/06/2016,04/06/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04614373,1,117.94,108,EUR
CAF392700,OOT015,02/05/2016,12/05/2016,13/05/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05076671,1,227.71,217.8,EUR
CAH696700,TUG001,23/06/2015,29/01/2016,01/02/2016,1900-01-00,21/07/2016 09:26,Confirmed,E03831620,12,678.96,593.28,EUR
CAF983600,PIV001,14/10/2015,22/10/2015,23/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04325321,2,230.9,215.6,EUR
CAG671700,HOC002,26/05/2015,24/07/2015,27/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03699716,3,234.54,219,EUR
CAK576300,OOL002,08/06/2016,26/07/2016,29/07/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05242756,6,529.2,480,EUR
CAP633500,GDE001,13/08/2015,08/09/2015,09/09/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04054423,1,311.07,299,EUR
CAY208600,PMM001,13/03/2016,28/03/2016,31/03/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04862943,3,174.51,145.8,EUR
CAU883000,OOT015,04/03/2016,12/04/2016,16/04/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04839672,4,829.5,767,EUR
CAY208100,JUL001,24/02/2016,25/05/2016,28/05/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04796521,3,313.54,284.4,EUR
CAK196400,TUG001,15/09/2015,26/02/2016,29/02/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04190461,3,195.38,177.22,EUR
CAK196400,CDR001,10/05/2016,26/03/2017,28/03/2017,1900-01-00,21/07/2016 09:26,Confirmed,E05100902,2,123.58,110,EUR
CAL822900,JUR001,18/04/2015,16/05/2015,17/05/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03493180,2,170.34,154.5,EUR
CAG929300,HBD001,27/09/2015,12/10/2015,15/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04234408,3,237.42,225,EUR
CAF489200,ABT011,07/04/2016,20/05/2016,22/05/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04972313,2,269,244,EUR
CAO111500,PTI005,23/03/2015,29/03/2015,01/04/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03365384,3,517.08,469.02,EUR
CAL822900,FTK001,30/04/2016,29/05/2016,03/06/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05063319,5,520.21,470.22,EUR
CAF394300,AHS001,29/05/2015,07/06/2015,10/06/2015,1900-01-00,21/07/2016 09:26,Confirmed,C00487661,3,950.97,883.59,EUR
CAV952500,COU001,30/07/2015,03/10/2015,06/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03992009,3,360.51,327,EUR
CAK196400,OOL002,30/12/2015,03/08/2016,06/08/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04584899,3,192.24,171.11,EUR
CAN553300,FTK001,13/06/2015,17/08/2015,21/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03789360,4,431.84,403.2,EUR
CAH696700,UNG001,01/03/2015,14/03/2015,17/03/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03248412,3,157.26,144,EUR
CAK965700,DWO001,14/07/2015,01/08/2015,04/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03920430,3,190.62,177.99,EUR
CAF489100,RSV001,22/03/2016,17/07/2016,26/07/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04910805,18,1624.88,1488,EUR
CAF489400,OOT015,10/09/2015,03/10/2015,05/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04171965,2,259.56,240,EUR
CAK196400,FTK001,29/09/2015,01/11/2015,06/11/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04251652,5,291.65,275,EUR
CAF489100,HOC002,25/05/2016,06/03/2017,10/03/2017,1900-01-00,21/07/2016 09:26,Confirmed,E05175971,4,244.96,216,EUR
CAM967500,PRE004,16/04/2016,25/07/2016,29/07/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05011537,4,262.08,240,EUR
CAF489200,OOL002,21/07/2015,29/07/2015,31/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03949168,4,389.34,360,EUR
CAL822900,PRE004,13/07/2015,14/08/2015,18/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03915554,4,312.72,292,EUR
CAK196400,PMM001,30/03/2016,22/04/2016,24/04/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04931066,2,213.46,190,EUR
CAK196400,SLO001,05/01/2016,30/06/2016,03/07/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04599612,3,229.51,212.22,EUR
CAF394600,HBD001,20/05/2016,02/07/2016,04/07/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05152289,2,265.74,228,EUR
CAL493900,OOT005,23/06/2015,06/07/2015,08/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03826889,2,235.76,218,EUR
CAM967500,PIV001,29/07/2015,28/08/2015,30/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03983862,2,137.6,126,EUR
CAN554800,HBD001,27/05/2016,01/06/2016,02/06/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05178177,1,72.24,64,EUR
CAK196400,PMM001,06/05/2016,25/06/2016,26/06/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05091369,1,106.73,95,EUR
CAF489100,JUA001,05/11/2014,28/03/2015,31/03/2015,1900-01-00,21/07/2016 09:26,Confirmed,E02749978,3,171.96,159,EUR
CAL822900,DIF001,24/04/2015,09/05/2015,12/05/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03528720,3,368.18,333.52,EUR
CAF489100,FTK001,03/03/2015,07/04/2015,10/04/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03259858,3,324.45,300,EUR
CAF488500,LOH003,05/03/2016,31/08/2016,01/09/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04836871,1,302.15,289,EUR
